o22rrlabsecgw05 # 
o22rrlabsecgw05 (vdom) # current vf=LTE_Traffic:2

o22rrlabsecgw05 (LTE_Traffic) # 
Routing table for VRF=0
Codes: K - kernel, C - connected, S - static, R - RIP, B - BGP
       O - OSPF, IA - OSPF inter area
       N1 - OSPF NSSA external type 1, N2 - OSPF NSSA external type 2
       E1 - OSPF external type 1, E2 - OSPF external type 2
       i - IS-IS, L1 - IS-IS level-1, L2 - IS-IS level-2, ia - IS-IS inter area
       * - candidate default

S       10.116.60.74/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.78/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.82/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.86/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.90/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.94/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.98/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.102/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.106/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.110/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.114/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.118/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.122/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.126/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.128/32 [10/0] is directly connected, n10.116.60.2
S       10.116.60.129/32 [10/0] is directly connected, n10.116.60.6
S       10.116.60.130/32 [10/0] is directly connected, n10.116.60.10
S       10.116.60.132/32 [10/0] is directly connected, n10.116.60.18
S       10.116.60.133/32 [10/0] is directly connected, n10.116.60.22
S       10.116.60.134/32 [10/0] is directly connected, n10.116.60.26
S       10.116.60.136/32 [10/0] is directly connected, n10.116.60.34
S       10.116.60.138/32 [10/0] is directly connected, n10.116.60.42
S       10.116.60.139/32 [10/0] is directly connected, n10.116.60.46
S       10.116.60.140/32 [10/0] is directly connected, h10.116.60.50
S       10.116.60.141/32 [10/0] is directly connected, h10.116.60.54
S       10.116.60.142/32 [10/0] is directly connected, n10.116.60.58
S       10.116.60.148/32 [10/0] is directly connected, h10.116.60.82
S       10.116.60.150/32 [10/0] is directly connected, n10.116.60.90
S       10.116.60.151/32 [10/0] is directly connected, n10.116.60.94
S       10.116.60.152/32 [10/0] is directly connected, h10.116.60.98
S       10.116.60.159/32 [10/0] is directly connected, h10.116.60.126
S       10.116.60.160/32 [10/0] is directly connected, n10.116.60.2
